registration_number,system_id,entity_name,carrier_category,status,structure_type,overall_height_agl,overall_height_amsl,city,state,county_fips,zip_code
A0686247,1018317,"Piedmont Communications, Inc",Other,C,TOWER,103.6,104.5,ORANGE,VA,51137,22960
A1143136,1018414,,Unknown,C,TOWER,53.9,55.8,HONAKER,VA,51167,24260
A0336130,1018557,"YEARY, LANNIS  DBA =  YEARY BROADCASTING WXLZ FM",Broadcasting/Media,C,TOWER,106.7,107.0,DICKENSONVILLE,VA,51167,24224
A1232329,1018655,"Bouldin Radio, LLC",Broadcasting/Media,C,TOWER,92.3,93.2,PENNINGTON GAP,VA,51105,24277
A0815012,1018674,,Unknown,C,TOWER,91.7,94.2,FOSTER KNOB,VA,51019,24064
A0830721,1018675,,Unknown,C,LTOWER,60.9,63.4,Little Rock Creek,VA,51109,23093
A1273781,1018676,,Unknown,C,,91.4,93.8,EVINGTON,VA,51031,24550
A1273780,1018677,,Unknown,C,,91.4,93.8,BALLSVILLE,VA,51145,23139
A0815014,1018678,,Unknown,C,TOWER,92.3,96.9,GLEN ALLEN,VA,51087,23060
A1273779,1018679,,Unknown,C,,97.5,100.0,RED HOUSE,VA,51031,24528
A1344536,1018763,,Unknown,C,GTOWER,151.5,155.7,CHESAPEAKE,VA,51550,23323
A1276283,1018764,,Unknown,C,GTOWER,104.2,105.8,SUFFOLK,VA,51800,23432
A1297304,1018769,,Unknown,C,TOWER,85.0,95.7,CHARLOTTESVILLE,VA,51003,22902
A1127987,1018939,,Unknown,C,,106.6,108.8,ABINGDON,VA,51191,24210
A0543114,1018965,,Unknown,A,TOWER,104.8,104.8,SUFFOLK,VA,51800,23432
A0484069,1019039,MHR Licence LLC,Other,C,TOWER,127.9,128.9,NEWPORT NEWS,VA,51700,23607
A1291602,1019051,,Unknown,C,GTOWER,152.4,154.2,KING GEORGE,VA,51099,22485
A0778378,1019053,,Unknown,C,TOWER,36.5,36.5,DALEVILLE,VA,51023,24083
A1065451,1019325,,Unknown,C,LTOWER,76.2,77.7,SPRINGFIELD,VA,51059,22039
A1047918,1019704,Calvary Chapel of Lynchburg,Other,C,TOWER,106.7,107.6,DILLWYN,VA,51029,23921
A1127985,1019714,,Unknown,C,TOWER,121.9,126.5,COURTLAND,VA,51175,23837
A0559129,1020075,,Unknown,A,POLE,42.6,42.6,MCLEAN,VA,51059,22101
A1219053,1020368,"Bell Broadcasting, LLC",Broadcasting/Media,C,LTOWER,90.2,91.1,RICHMOND,VA,51087,23228
A1013514,1020733,,Unknown,C,TOWER,85.6,91.1,CHANCE,VA,51057,22438
A0570318,1020761,,Unknown,C,TOWER,118.9,120.7,CHARLOTTESVILE,VA,51540,22903
A0819292,1020773,,Unknown,C,TOWER,143.2,150.2,RUCKERSVILLE,VA,51079,22968
A1307969,1020863,,Unknown,C,GTOWER,134.4,135.3,BERRYVILLE,VA,51043,22611
A1013531,1020954,,Unknown,C,TOWER,86.9,91.1,Saint Stephens Churc,VA,51097,23126
A1346542,1020968,,Unknown,C,TOWER,103.9,105.5,KING GEORGE,VA,51109,23117
A1234248,1021769,Commonwealth of VA,Government,C,POLE,45.1,49.4,NEWPORT NEWS,VA,51700,23602
A1234249,1021771,Commonwealth of VA,Government,C,POLE,43.6,45.7,CHESAPEAKE,VA,51550,23321
A1234250,1021772,Commonwealth of VA,Government,C,POLE,45.4,47.8,NORFOLK,VA,51710,23513
A1234251,1021773,Commonwealth of VA,Government,C,POLE,43.0,45.4,NORFOLK,VA,51710,23504
A1234254,1021776,Commonwealth of VA,Government,C,POLE,44.5,47.8,NEWPORT NEWS,VA,51700,23607
A1234257,1021779,Commonwealth of VA,Government,C,POLE,48.1,48.1,NORFOLK,VA,51710,23503
A1342396,1022792,,Unknown,C,TOWER,93.1,94.2,WOODSTOCK,VA,51171,22664
A1342398,1022794,,Unknown,C,TOWER,78.0,79.2,FRONT ROYAL,VA,51187,22630
A1342399,1022795,,Unknown,C,TOWER,77.1,78.2,HARRISONBURG,VA,51165,22802
A1342400,1022796,,Unknown,C,TOWER,76.4,79.2,BERRYVILLE,VA,51043,22611
A1234643,1022813,,Unknown,C,MTOWER,50.0,53.3,NORFOLK,VA,51710,23505
A1327727,1022955,,Unknown,C,LTOWER,54.9,60.7,Appomattox,VA,51011,24538
A1319829,1022973,,Unknown,C,LTOWER,80.5,82.3,Winchester,VA,51069,226026748
A1327728,1023031,,Unknown,C,LTOWER,73.2,77.7,Lynchburg,VA,51031,24588
A1127959,1023133,,Unknown,C,LTOWER,91.4,96.3,GLOUCESTER,VA,51073,23061
A1130923,1023306,,Unknown,C,LTOWER,60.9,71.3,BULL RUN,VA,51153,20169
A1134499,1023307,,Unknown,C,GTOWER,131.7,137.2,INDEPENDENT HILL,VA,51153,20112
A1178835,1023451,,Unknown,C,LTOWER,60.4,60.9,GREAT FALLS,VA,51059,22066
A0874765,1023457,VAST PROPERTIES LLC,Other,C,TOWER,97.6,103.7,WAKEFIELD,VA,51181,23888
A1019525,1023458,,Unknown,C,TOWER,92.7,98.5,MATOACA,VA,51041,23803
A1234258,1023610,Commonwealth of VA,Government,C,MTOWER,53.6,55.5,JAMES CITY COUNTY,VA,51199,23185
A1140420,1023616,,Unknown,C,GTOWER,87.2,89.0,FERNCLIFF,VA,51109,23093
A1314082,1023697,,Unknown,C,LTOWER,31.1,32.6,Charlottesville,VA,51003,22911
A0917529,1023698,,Unknown,C,TOWER,49.7,55.5,Blackstone,VA,51135,23824
A0978131,1023699,,Unknown,C,LTOWER,76.5,81.9,Columbia,VA,51075,23038
A1338026,1023700,,Unknown,C,TOWER,77.7,86.9,MOSELEY,VA,51041,23120
A1305059,1023701,,Unknown,C,LTOWER,60.7,60.7,SPOTSYLVANIA,VA,51177,22553
A1282354,1023702,,Unknown,C,LTOWER,88.1,93.3,POWHATAN,VA,51145,23139
A1292678,1023976,,Unknown,C,LTOWER,88.6,98.4,AYLETT,VA,51101,23009
A1317033,1023977,,Unknown,C,LTOWER,95.4,101.5,CORBIN,VA,51033,22580
A1338013,1023979,,Unknown,C,TOWER,68.6,74.1,WILLIAMSBURG,VA,51095,23188
A0815046,1023980,,Unknown,C,TOWER,68.3,77.7,LONGVIEW,VA,51093,23430
A0917543,1023981,,Unknown,C,TOWER,57.3,60.7,Pamplin City,VA,51037,23958
A1064886,1023983,,Unknown,C,LTOWER,76.5,82.0,New Castle,VA,51045,24127
A1306855,1023984,,Unknown,C,LTOWER,99.4,101.8,OILVILLE,VA,51075,23103
A1244351,1024035,,Unknown,C,TOWER,82.3,83.2,FALLS CHURCH,VA,51610,22046
A1327787,1024072,,Unknown,C,,54.9,60.7,OAK FOREST,VA,51049,23040
A1327788,1024073,,Unknown,C,LTOWER,73.2,76.2,Appomattox,VA,51029,24553
A1327790,1024074,,Unknown,C,LTOWER,73.2,77.7,Milton,VA,51083,24594
A0937880,1024081,,Unknown,C,TOWER,54.9,60.7,PETERSBURG,VA,51730,23803
A1058370,1024083,,Unknown,C,,54.9,59.7,PETERSBURG,VA,51053,23803
A1234259,1024092,Commonwealth of VA,Government,C,POLE,45.7,48.1,NORFOLK,VA,51710,23505
A1230029,1024175,,Unknown,C,MAST,45.7,50.3,CHESAPEAKE,VA,51550,23322
A0815050,1024227,,Unknown,C,TOWER,99.0,104.5,DEWITT,VA,51053,23872
A0815051,1024228,,Unknown,C,TOWER,57.6,68.0,INDEPENDENTHILL,VA,51153,20112
A1297321,1024379,,Unknown,C,TOWER,18.3,18.3,ROANOKE,VA,51161,24059
A1096059,1024380,"Bristol Broadcasting Company, Inc.",Broadcasting/Media,C,TOWER,61.7,77.2,MARION,VA,51173,24354
A1218879,1024381,"Graham Media Group, Virginia, LLC",Broadcasting/Media,C,GTOWER,52.1,74.0,ROANOKE,VA,51161,24153
A0489155,1024382,WSLC FM,Other,C,TOWER,33.8,57.5,ROANOKE,VA,51161,24153
A1348076,1024387,,Unknown,C,GTOWER,151.8,166.4,NORFOLK,VA,51710,23523
A1250018,1024388,,Unknown,C,BTWR,15.8,64.3,FAIRFAX,VA,51059,22030
A0327813,1024401,"New Life Church & Ministries dba New Life Christian Comm., Inc.",Other,C,TOWER,74.2,75.7,FLOYD,VA,51063,24091
A1091275,1024403,"Bristol Broadcasting Company, Inc.",Broadcasting/Media,C,TOWER,61.8,78.0,NORTON,VA,51195,24230
A1273847,1024546,,Unknown,C,LTOWER,57.3,60.3,GREEN BAY,VA,51147,23942
A1233999,1024607,,Unknown,C,LTOWER,64.0,66.1,TOANO,VA,51095,23168
A1259274,1024612,,Unknown,C,LTOWER,70.1,71.6,SUFFOLK,VA,51800,23434
A1292275,1024616,,Unknown,C,LTOWER,57.9,59.1,DOSWELL,VA,51085,23047
A1031278,1024896,,Unknown,C,TOWER,93.0,96.9,DUMFRIES,VA,51153,22026
A1019547,1025508,,Unknown,C,POLE,38.7,41.1,VIRGINIA BEACH,VA,51810,23462
A0588985,1025511,,Unknown,A,TOWER,97.5,97.5,HAMPTON,VA,51650,23666
A1031268,1025516,,Unknown,C,POLE,25.9,26.2,LORTON,VA,51059,22079
A1342426,1025561,,Unknown,C,TOWER,78.2,79.7,WINCHESTER,VA,51069,22602
A1342428,1025563,,Unknown,C,TOWER,67.4,70.0,STRASBURG,VA,51171,22657
A1292998,1025682,,Unknown,C,GTOWER,85.3,91.4,Alton,VA,51083,24520
A1054125,1025772,"GEE COMMUNICATIONS, INC.",Other,C,,151.0,152.0,RICHMOND,VA,51760,23225
A0815056,1025810,,Unknown,C,POLE,39.6,40.5,VIRGINIA BEACH,VA,51810,23453
A1198837,1025861,,Unknown,C,GTOWER,61.0,61.0,Lanexa,VA,51127,23140
A1274275,1025862,,Unknown,C,GTOWER,83.8,86.6,CARROLLTON,VA,51093,23314
A0934281,1025915,"WYTI, INC.",Other,C,GTOWER,113.9,114.7,ROCKY MOUNT,VA,51067,24151
A1211559,1026188,,Unknown,C,TOWER,52.1,53.0,LORTON,VA,51059,22079
A1279233,1026210,,Unknown,C,LTOWER,76.2,80.8,BROOKNEAL,VA,51031,24528
A1342432,1026211,,Unknown,C,TOWER,128.6,129.5,CHESAPEAKE,VA,51550,23322
A1127918,1026212,,Unknown,C,GTOWER,121.9,126.5,MARTINSVILLE,VA,51089,24112
A0840820,1026298,,Unknown,C,LTOWER,110.9,117.3,RAPIDAN,VA,51137,22733
A1019583,1026410,,Unknown,C,TOWER,123.0,129.5,DUNNSVILLE,VA,51057,22454
A1019584,1026412,,Unknown,C,TOWER,46.0,52.1,Bent Mountain,VA,51161,24153
A0998883,1026413,VIRGINIA REGION 2000 LOCAL GOVERNMENT COUNCIL,Other,C,,56.0,58.8,ELON,VA,51009,24574
A1019585,1026414,,Unknown,C,TOWER,56.0,60.0,NORTON,VA,51195,24230
A1019591,1026425,,Unknown,C,TOWER,365.8,372.5,RICHMOND,VA,51041,23114
A1191690,1026429,,Unknown,C,GTOWER,148.0,153.6,Hayes,VA,51073,23072
A1019593,1026430,,Unknown,C,TOWER,100.9,107.3,PETERSBURG,VA,51730,23803
A1146355,1026432,"Dominion Resources Services, Inc",Utility Infrastructure,C,BANT,9.0,96.0,RICHMOND,VA,51760,23219
A1019594,1026433,,Unknown,C,GTOWER,123.5,128.9,RICHMOND,VA,51041,23113
A1344506,1026628,,Unknown,C,GTOWER,212.2,227.1,RICHMOND,VA,51087,23228
A1194725,1026679,,Unknown,C,TOWER,253.0,275.5,BEDFORD,VA,51019,24523
A1143146,1026751,,Unknown,C,TOWER,89.0,93.3,PETERSBURG,VA,51117,23970
A1314837,1027299,,Unknown,G,GTOWER,91.4,92.6,DINWIDDIE COUNTY,VA,51053,23833
A0184670,1027465,HAMPTON ROADS EDUCATIONAL TELECOMMUNICATIONS ASSOCIATION INC  DBA =  WHRO,Other,C,TOWER,103.3,106.6,VIRGINIA BEACH,VA,51810,23464
A0184672,1027471,HAMPTON ROADS EDUCATIONAL TELECOMMUNICATIONS ASSOCIATION INC  DBA =  WHRO,Other,C,TOWER,75.2,81.3,WILLIAMSBURG,VA,51830,23186
A1226399,1027474,,Unknown,C,GTOWER,192.0,193.5,Suffolk,VA,51800,23435
A1107679,1027631,,Unknown,C,LTOWER,61.0,68.3,CHARLOTTESVILLE,VA,51003,22902
A1309557,1027643,,Unknown,C,MTOWER,54.9,60.4,HOPEWELL,VA,51670,23860
A1058156,1027861,,Unknown,C,TOWER,65.2,70.1,Emporia,VA,51595,23847
A1297003,1027929,,Unknown,C,LTOWER,55.2,58.8,Big Stone Gap,VA,51195,242192765
A1333904,1027988,,Unknown,C,GTOWER,82.0,85.0,CHESAPEAKE,VA,51550,23322
A1219948,1028267,HITCH TOWERS LLC,Other,C,LTOWER,53.3,53.3,CHESAPEAKE,VA,51550,23320
A1344499,1028277,,Unknown,C,TOWER,116.7,117.4,ROANOKE,VA,51770,24017
A1238014,1028287,,Unknown,C,GTOWER,304.8,305.7,Windsor,VA,51093,23487
A1342444,1028318,,Unknown,C,TOWER,92.1,93.6,AMHERST,VA,51009,24572
A1150186,1028319,,Unknown,C,,54.7,74.5,ROANOKE,VA,51161,24153
A1328163,1029336,,Unknown,C,LTOWER,79.2,80.8,CALVERTON,VA,51061,22728
A1163646,1029344,,Unknown,C,TOWER,39.9,41.8,MANASSAS,VA,51683,20110
A1163650,1029348,,Unknown,C,TOWER,85.3,90.5,WAVERLY,VA,51183,23890
A1163653,1029351,,Unknown,C,TOWER,97.2,97.5,WINDSOR,VA,51093,23487
A1013749,1029468,,Unknown,C,POLE,10.6,15.2,WILLIAMSBURG,VA,51095,23185
A0611145,1029676,,Unknown,A,TOWER,57.9,60.7,WEYERS CAVE,VA,51015,24486
A1217624,1030756,,Unknown,C,GTOWER,61.0,66.4,Danville,VA,51143,24540
A1142601,1030987,,Unknown,C,TOWER,55.2,60.7,CLARKSVILLE,VA,51117,23927
A1338359,1030988,,Unknown,C,LTOWER,73.2,79.2,DISPUTANTA,VA,51149,23842
A1019725,1031478,,Unknown,C,POLE,57.9,60.7,TRIANGLE,VA,51153,22172
A1058188,1031657,,Unknown,C,TOWER,54.9,61.0,CHARLOTTESVILLE,VA,51003,22936
A1116804,1031804,,Unknown,C,LTOWER,87.5,91.1,Prince George,VA,51149,23875
A1341175,1031908,,Unknown,C,GTOWER,107.4,109.0,CHARLES CITY,VA,51036,23231
A1163703,1032196,,Unknown,C,TOWER,87.2,88.7,MAXIE,VA,51027,24603
A1163704,1032197,,Unknown,C,TOWER,73.5,75.6,PEARISBURG,VA,51071,24134
A1163705,1032198,,Unknown,C,,60.3,61.3,JEWEL RIDGE,VA,51027,24622
A1163709,1032275,,Unknown,C,TOWER,92.0,93.6,POOLE SIDING,VA,51053,23833
A0940473,1032351,VIRGINIA DEPARTMENT OF STATE POLICE,Government,C,LTOWER,74.6,74.6,CHESAPEAKE,VA,51550,23325
A1298173,1032661,,Unknown,C,MTOWER,54.9,56.1,Suffolk,VA,51800,234342350
A1163723,1032855,,Unknown,C,TOWER,65.0,69.2,BURKE,VA,51059,22015
A1163724,1032856,,Unknown,C,TOWER,69.0,70.1,CHARLOTTESVILLE,VA,51540,22903
A1163725,1032857,,Unknown,C,TOWER,52.0,53.3,CREWE,VA,51135,23930
A1163726,1032858,,Unknown,C,TOWER,62.0,62.2,NORFOLK,VA,51710,23507
A1221499,1033342,"HENRICO, COUNTY OF",Government,C,LTOWER,57.6,66.1,Heckler Village,VA,51087,23223
A1221502,1033343,"HENRICO, COUNTY OF",Government,C,LTOWER,75.9,82.9,Short Pump,VA,51087,23233
A1030971,1033455,,Unknown,C,POLE,46.0,47.2,Fairfax,VA,51059,20120
A0126009,1034183,"Positive Alternative Radio, Inc.",Broadcasting/Media,G,TOWER,42.7,42.7,BLUEFIELD,VA,51021,24366
A1019765,1034403,,Unknown,C,TOWER,135.6,141.4,HYLAS,VA,51085,23059
A1019766,1034404,,Unknown,C,TOWER,105.5,107.6,CHESAPEAKE,VA,51550,23320
A1258273,1034850,,Unknown,C,MTOWER,58.2,60.0,Ashburn,VA,51107,20147
A1254646,1034851,,Unknown,C,MTOWER,58.5,60.4,Ashburn,VA,51107,20147
A1257710,1034852,,Unknown,C,MTOWER,58.5,61.0,Ashburn,VA,51107,20147
A1264175,1034853,,Unknown,C,MTOWER,50.0,51.2,LEESBURG,VA,51107,20175
A1065604,1035253,,Unknown,C,GTOWER,209.7,213.1,DANVILLE,VA,51143,24540
A1297355,1035293,,Unknown,C,GTOWER,259.5,273.1,Manquin,VA,51101,23106
A1344467,1035294,,Unknown,C,GTOWER,104.7,117.0,ROANOKE,VA,51770,24017
A1179346,1035317,,Unknown,C,GTOWER,225.8,225.8,CAPE CHARLES,VA,51131,23310
A0997505,1035322,,Unknown,C,,123.3,124.2,PETERSBURG,VA,51730,23803
A1141950,1035335,,Unknown,C,GTOWER,295.3,319.9,Blackstone,VA,51135,23824
A0897836,1035338,"Davis Media, LLC",Broadcasting/Media,C,TOWER,128.6,129.5,HAMPTON,VA,51650,23669
A1303468,1035358,,Unknown,C,LTOWER,93.0,96.9,FAIRFAX,VA,51059,22031
A0997487,1035359,,Unknown,C,TOWER,93.3,97.7,FAIRFAX,VA,51059,22030
A1258698,1035535,,Unknown,C,GTOWER,266.0,294.1,RICHMOND,VA,51041,23235
A1085285,1035886,,Unknown,C,GTOWER,118.0,121.9,Newport News,VA,51700,23608
A1019789,1035887,,Unknown,C,TOWER,107.0,107.6,WILLIAMSBURG,VA,51199,23188
A1216730,1035929,"HENRICO, COUNTY OF",Government,C,GTOWER,150.6,152.7,SANDSTON,VA,51087,23030
A1337409,1036019,,Unknown,C,LTOWER,45.4,49.7,Cedar Bluff,VA,51185,246097082
A1182076,1036508,,Unknown,C,GTOWER,60.9,62.4,Gretna,VA,51143,24557
A0594823,1036647,A & N Electric Cooperative,Utility Infrastructure,C,TOWER,60.9,60.9,EXMORE,VA,51131,23350
A0594824,1036648,A & N Electric Cooperative,Utility Infrastructure,G,TOWER,94.4,94.4,ONANCOCK,VA,51001,23417
A0594825,1036649,A & N Electric Cooperative,Utility Infrastructure,C,TOWER,69.1,69.1,OAKHALL,VA,51001,23416
A1351031,1036845,,Unknown,C,GTOWER,99.3,101.1,BARHAMSVILLE,VA,51127,23011
A1339702,1036956,,Unknown,C,LTOWER,56.7,60.7,BOONES MILLS,VA,51161,24065
A1013916,1037101,,Unknown,C,TOWER,73.1,74.4,ABINGDON,VA,51191,24210
A0543116,1037221,,Unknown,A,POLE,43.5,43.5,VIRGINIA BEACH,VA,51810,23452
A0401937,1037981,R-G Communications,Other,C,TOWER,145.9,150.8,OFFICE HALL,VA,51099,22485
A1328476,1037983,,Unknown,C,LTOWER,60.7,60.7,Catawba,VA,51161,24070
A0278639,1038170,,Unknown,A,TOWER,54.9,60.7,RED HILL,VA,51003,22903
A1014063,1038404,,Unknown,C,LTOWER,56.4,58.8,BRISTOL,VA,51191,24202
A1350042,1038847,,Unknown,C,LTOWER,72.9,78.3,Beaverdamn,VA,51085,23015
A1280643,1039342,,Unknown,C,MTOWER,29.6,31.7,GLEN ALLEN,VA,51085,23059
A0920109,1039684,,Unknown,C,TOWER,45.7,46.9,RICHMOND,VA,51087,23231
A1319187,1039861,,Unknown,C,LTOWER,59.4,60.7,DUMPHRIES,VA,51153,22026
A1292257,1039864,,Unknown,C,LTOWER,57.9,60.9,LORTON,VA,51059,22079
A1319189,1039865,,Unknown,C,MTOWER,38.1,39.3,CHANTILLY,VA,51059,20151
A0819332,1039866,,Unknown,C,POLE,56.9,58.5,STERLING,VA,51107,20166
A1274125,1039868,,Unknown,C,MTOWER,57.0,59.4,Ashburn,VA,51107,20147
A0819334,1039869,,Unknown,C,POLE,55.2,57.3,SPRINGFIELD,VA,51059,22150
A0832699,1040160,"RICHMOND, CITY OF",Government,C,TOWER,121.9,126.5,RICHMOND,VA,51760,23224
A1328493,1040764,,Unknown,C,LTOWER,79.2,83.8,Galax,VA,51035,24333
A1234262,1041165,Commonwealth of VA,Government,C,TOWER,82.9,83.8,GOOCHLAND,VA,51075,23103
A1211663,1041224,,Unknown,C,TOWER,57.9,60.4,GLEN ALLEN,VA,51087,23059
A1275491,1041239,,Unknown,C,GTOWER,136.4,137.4,RICHMOND,VA,51087,23231
A1275492,1041243,,Unknown,C,GTOWER,136.4,137.4,RICHMOND,VA,51087,23231
A1020057,1041252,,Unknown,C,TOWER,76.5,82.3,WOODFORD,VA,51033,22580
A1086508,1041253,,Unknown,C,LTOWER,76.2,82.3,RUTLER GLEN,VA,51033,22546
A1020059,1041254,,Unknown,C,TOWER,76.2,82.3,LORTON,VA,51033,22546
A1328502,1041270,,Unknown,C,LTOWER,60.1,63.1,Hillsville,VA,51035,24328
A1328503,1041271,,Unknown,C,LTOWER,86.9,87.8,Poplar Camp,VA,51035,24360
A1234263,1041313,Commonwealth of VA,Government,C,MAST,61.0,64.0,COLONIAL HEIGHTS,VA,51041,23834
A1234264,1041356,Commonwealth of VA,Government,C,BRIDG,89.9,89.9,VARINA GROVE,VA,51087,23231
A1220571,1042071,,Unknown,C,TOWER,48.2,55.5,LEESBURG,VA,51107,20175
A1211670,1042232,,Unknown,C,LTOWER,57.9,59.1,LANEXA,VA,51127,23089
A1211671,1042390,,Unknown,C,TOWER,57.9,59.4,RICHMOND,VA,51087,23231
A1328555,1042445,,Unknown,C,LTOWER,59.4,59.4,Keysville,VA,51037,23947
A1211673,1042474,,Unknown,C,POLE,45.7,47.2,HAMPTON,VA,51650,23666
A1211674,1042475,,Unknown,C,POLE,38.1,39.6,VIRGINIA BEACH,VA,51810,23454
A1211675,1042476,,Unknown,C,POLE,46.0,49.1,SUFFOLK,VA,51800,23435
A1211676,1042486,,Unknown,C,POLE,45.7,47.4,VIRGINIA BEACH,VA,51810,23462
A1296518,1042502,,Unknown,C,GTOWER,48.7,49.6,ASHLAND,VA,51085,23005
A1211677,1042661,,Unknown,C,TOWER,50.6,53.9,HIGHLAND SPRINGS,VA,51087,23231
A1299984,1042831,,Unknown,C,LTOWER,54.8,58.5,Richmond,VA,51041,23237
A0857558,1042832,,Unknown,C,LTOWER,64.0,69.5,HOPEWELL,VA,51670,23860
A1065842,1043028,"Bristol Broadcasting Company, Inc.",Broadcasting/Media,C,TOWER,42.7,65.5,MARION,VA,51173,24354
A1229994,1043033,,Unknown,C,MTOWER,54.8,56.0,WILLIAMSBURG,VA,51199,23185
A1307972,1043102,"WVEC Television, LLC",Broadcasting/Media,C,GTOWER,334.0,373.4,SUFFOLK,VA,51800,23435
A1244036,1043171,,Unknown,C,MTOWER,45.7,45.7,VIRGINIA BEACH,VA,51810,23456
A1282740,1043516,,Unknown,C,LTOWER,83.8,90.5,Victoria,VA,51111,23974
A1146907,1043704,,Unknown,C,TOWER,71.9,78.6,NORFOLK,VA,51710,23510
A1308771,1043705,,Unknown,C,TOWER,282.9,313.6,SUFFOLK,VA,51800,23435
A1328567,1044059,,Unknown,C,GTOWER,126.5,126.5,Independence,VA,51077,24348
A1101401,1044101,Virginia Electric and Power Company,Utility Infrastructure,C,MAST,46.9,56.4,VIRGINIA BEACH,VA,51810,23462
A1020136,1044194,,Unknown,C,TOWER,76.5,78.9,RUTHER GLEN,VA,51033,22546
A1184167,1044419,,Unknown,C,GTOWER,97.5,97.5,Dale City,VA,51153,22193
A1211691,1044448,,Unknown,C,MTOWER,46.3,51.2,SUFFOLK,VA,51800,23434
A1234265,1044520,Commonwealth of VA,Government,C,TOWER,50.3,50.3,PORTSMOUTH,VA,51550,23321
A1293074,1044521,,Unknown,C,MTOWER,44.2,47.2,SANDSTON,VA,51087,23150
A0916022,1044522,,Unknown,C,LTOWER,56.4,60.6,SANDSTON,VA,51087,23150
A1306506,1045129,Virginia Electric and Power Company,Utility Infrastructure,G,LTOWER,86.9,86.9,GREAT BRIDGE,VA,51550,23322
A1127812,1045202,,Unknown,C,TOWER,54.9,60.7,MARION,VA,51173,24354
A1020178,1045233,,Unknown,C,TOWER,59.4,60.6,FREDERICKSBURG,VA,51630,22401
A0819340,1045542,,Unknown,C,TOWER,56.4,60.6,GLOUCESTER,VA,51073,23061
A0819341,1045548,,Unknown,C,TOWER,40.8,41.7,VIRGINIA BEACH,VA,51810,23454
A1068855,1045885,"Eastern Shore Radio, Inc.",Broadcasting/Media,C,GTOWER,104.9,111.0,ACCOMAC,VA,51001,23301
A1328343,1047353,,Unknown,C,TOWER,54.9,57.6,NORFOLK,VA,51710,23508
A1313786,1047457,,Unknown,C,TOWER,121.9,126.5,SOUTH HAMPTON,VA,51181,23888
A1211713,1047492,,Unknown,C,TOWER,27.4,29.9,ASHLAND,VA,51085,23005
A1253943,1047633," GSB Media, LL",Broadcasting/Media,C,TOWER,100.6,100.6,ACCOMAC,VA,51001,23421
A1310461,1047842,,Unknown,C,GTOWER,92.4,93.3,South Boston,VA,51083,24592
A1275341,1047859,,Unknown,C,GTOWER,56.7,60.1,Poquoson,VA,51735,23662
A1181682,1047860,,Unknown,C,TOWER,92.3,94.6,PORTSMOUTH,VA,51740,23707
A1181683,1047861,,Unknown,C,TOWER,46.9,47.9,VIRGINIA BEACH,VA,51810,23454
A1181684,1047862,,Unknown,C,TOWER,76.2,81.3,HAMPTON,VA,51650,23669
A1181685,1047864,,Unknown,C,TOWER,73.0,76.5,WILLIAMSBURG,VA,51095,23188
A1181687,1047865,,Unknown,C,LTOWER,60.4,64.3,Newport News,VA,51700,23601
A1181688,1047866,,Unknown,C,LTOWER,76.2,82.0,Chesapeake,VA,51550,23323
A1000848,1048282,"Areawide Communications, Inc",Other,C,TOWER,61.0,67.1,RICHMOND,VA,51087,23223
A1234266,1048550,Commonwealth of VA,Government,C,TOWER,50.2,50.3,CHESAPEAKE,VA,51550,23324
A0591964,1048700,,Unknown,G,TOWER,51.8,51.8,BAYSIDE,VA,51810,23462
A1143130,1048765,,Unknown,C,TOWER,89.3,93.0,DANVILLE,VA,51143,24540
A1345353,1048852,,Unknown,C,POLE,35.1,38.4,ARLINGTON,VA,51013,22206
A1049162,1048869,Hanover County,Other,C,TOWER,97.5,97.5,ASHLAND,VA,51085,23005
A1049174,1048870,Hanover County,Other,C,TOWER,97.5,97.5,MECHANICSVILLE,VA,51085,23116
A0984821,1049508,,Unknown,C,LTOWER,83.8,88.4,ARLINGTON,VA,51013,22207
A1274707,1049509,,Unknown,C,LTOWER,53.6,59.1,BRISTOW,VA,51153,20136
A1337949,1049510,,Unknown,C,TOWER,34.1,38.7,HAMPTON,VA,51650,23663
A1307545,1049890,City of Roanoke,Government,C,,61.0,70.1,ROANOKE,VA,51770,24014
A1162648,1050369,,Unknown,C,MAST,41.1,45.7,VIRGINIA BEACH,VA,51810,23455
A1030636,1050682,,Unknown,C,TOWER,122.5,125.9,PETERSBURG,VA,51025,23889
A1049173,1050845,Hanover County,Other,C,TOWER,97.5,97.5,MONTPELIER,VA,51085,23192
A1286889,1050874,,Unknown,C,TOWER,45.7,49.0,LEXINGTON,VA,51163,24450
A1298071,1051097,,Unknown,C,GTOWER,73.2,74.7,DUMFRIES,VA,51153,22026
A1211751,1052881,,Unknown,C,TOWER,58.2,60.4,CHESTERFIELD,VA,51041,23831
A1206134,1053071,,Unknown,C,TOWER,39.6,42.6,CHESTERFIELD,VA,51041,23832
A1211752,1053072,,Unknown,C,TOWER,57.9,60.7,MIDLOTHIAN,VA,51041,23236
A1143378,1053118,,Unknown,C,TOWER,36.6,36.6,BLACKSBURG,VA,51121,24060
A1344397,1053229,,Unknown,C,TOWER,59.4,59.4,WINCHESTER,VA,51069,22602
A1161870,1053614,,Unknown,C,GTOWER,161.8,163.0,CHESAPEAKE,VA,51550,233241325
A1094109,1053670,"COMMUNITY FIRST BROADCASTERS, INC.",Other,C,GTOWER,77.1,78.0,AMHERST,VA,51009,24521
