registration_number,system_id,entity_name,carrier_category,status,structure_type,overall_height_agl,overall_height_amsl,city,state,county_fips,zip_code
A1080445,1247293,,Unknown,C,TOWER,88.4,88.4,Prince Edward,VA,51147,23901
A1085845,1247552,,Unknown,C,MTOWER,57.9,60.9,Draper,VA,51155,24324
A1127417,1247582,,Unknown,C,POLE,59.4,60.6,Maidens,VA,51075,23102
A1118276,1247669,,Unknown,C,LTOWER,76.5,77.7,Big Stone Gap,VA,51105,24219
A0711069,1247692,,Unknown,C,TOWER,59.4,60.7,CULPEPER,VA,51047,22701
A0724290,1247693,,Unknown,C,TOWER,76.2,78.0,Earls,VA,51007,23002
A0494497,1247712,"Virginia, Commonwealth of    Department of State Police",Government,C,TOWER,67.0,73.1,Victoria,VA,51111,23974
A0494492,1247713,Department of State Police,Government,C,TOWER,91.4,97.5,Warsaw,VA,51159,22572
A0494494,1247714,"Virginia, Commonwealth of    Department of State Police",Government,C,TOWER,121.9,128.0,Waverly,VA,51183,23890
A0494496,1247715,"Virginia, Commonwealth of    Department of State Police",Government,C,TOWER,121.9,128.0,Emporia,VA,51081,23847
A1080453,1247716,,Unknown,C,LTOWER,82.3,82.3,Tazewell,VA,51185,24651
A1265004,1247760,,Unknown,C,LTOWER,76.5,78.6,Pembroke,VA,51071,24136
A1313842,1247763,,Unknown,C,POLE,59.7,60.6,Pounding Mill,VA,51185,24637
A1324710,1247765,,Unknown,C,LTOWER,59.4,60.7,Manakin-Sabot,VA,51075,23103
A1139003,1247785,,Unknown,C,POLE,60.7,60.9,Salem,VA,51161,24153
A0494491,1247810,"Virginia, Commonwealth of   Department of State Police",Government,C,TOWER,121.9,128.0,Thornburg,VA,51177,22580
A0494495,1247811,"Virginia, Commonwealth of   Department of State Police",Government,C,TOWER,91.4,97.5,Bowling Green,VA,51033,22580
A0491650,1247812,"Virginia, Commonwealth of   Department of State Police",Government,C,TOWER,91.4,97.5,South Hill,VA,51117,23950
A0812501,1248061,,Unknown,C,POLE,78.6,84.7,Center Cross,VA,51057,22437
A1167242,1248283,,Unknown,C,TOWER,45.7,48.8,Chesapeake,VA,51550,23320
A1019241,1248369,,Unknown,C,TOWER,61.6,66.7,Wytheville,VA,51197,24382
A1342348,1248516,"County of Roanoke, Virginia",Government,C,TOWER,24.3,27.4,Salem,VA,51161,24153
A1325801,1248575,,Unknown,C,LTOWER,84.1,85.3,Burgess,VA,51133,22432
A1068716,1248697,,Unknown,C,MTOWER,37.2,40.5,Newport News,VA,51700,23601
A1019244,1248891,,Unknown,C,MTOWER,58.8,60.4,Mt. Sydney,VA,51015,24467
A0815887,1249056,,Unknown,C,TOWER,41.4,42.6,Virginia Beach,VA,51810,23456
A1259604,1249098,,Unknown,C,TOWER,76.2,77.4,Clifton Forge,VA,51005,24422
A1262704,1249102,,Unknown,C,MTOWER,59.7,61.0,Salem,VA,51775,24153
A0714466,1249103,,Unknown,C,TOWER,59.7,61.0,Wilsons,VA,51053,23894
A1297849,1249207,,Unknown,C,MTOWER,60.6,60.6,Hollins,VA,51161,24019
A1091649,1249287,"Mahon Communications, Inc.",Other,C,,71.0,71.9,Roanoke,VA,51770,24013
A1243328,1249316,,Unknown,C,POLE,39.6,39.6,Virginia Beach,VA,51810,23450
A1028102,1249500,,Unknown,C,TOWER,44.8,46.6,Danville,VA,51590,24540
A1272606,1249506,,Unknown,C,MTOWER,30.5,30.8,Moneta,VA,51019,24121
A1028095,1249557,,Unknown,C,MAST,69.2,71.0,Lottsburg,VA,51133,22511
A1262670,1249573,,Unknown,C,MAST,71.3,71.3,HEATHSVILLE,VA,51133,22473
A1121332,1249586,,Unknown,C,LTOWER,68.6,71.3,LOTTSBURG,VA,51133,22473
A0639773,1249611,,Unknown,C,POLE,30.2,32.0,Vinton,VA,51019,24179
A1080474,1249751,,Unknown,C,TOWER,79.2,80.8,Tazewell,VA,51185,24651
A1093340,1249802,,Unknown,C,LTOWER,74.7,76.2,Church View,VA,51119,23032
A1093592,1249843,,Unknown,C,LTOWER,91.4,93.5,Center Cross,VA,51057,22454
A0483825,1249914,"Virginia, Commonwealth of",Government,C,TOWER,25.5,30.5,Lynchburg,VA,51680,24502
A1297196,1249992,,Unknown,C,GTOWER,56.4,57.9,Salem,VA,51775,24153
A0494498,1250140,"Virginia, Commonwealth of   Department of State Police",Government,C,TOWER,121.9,128.0,Rumford,VA,51101,23086
A1259261,1250222,,Unknown,C,LTOWER,76.5,77.7,Shacklefords,VA,51097,23156
A0519482,1250264,County of Franklin,Government,C,TANK,48.8,48.8,MONETA,VA,51067,24184
A1331160,1250511,,Unknown,C,MTOWER,58.5,60.7,Fries,VA,51077,24333
A1331161,1250513,,Unknown,C,LTOWER,59.4,60.7,Rocky Mount,VA,51067,24151
A1331162,1250518,,Unknown,C,MTOWER,60.7,60.7,Galax,VA,51077,24333
A1262626,1250624,,Unknown,C,LTOWER,59.4,60.7,Aylett,VA,51101,23009
A0759151,1250637,,Unknown,C,TOWER,91.4,92.6,Luray,VA,51139,22835
A1023506,1250642,,Unknown,C,MTOWER,36.6,39.0,Newport News,VA,51700,23602
A1127377,1250691,,Unknown,C,TOWER,56.4,57.9,Halifax,VA,51083,24592
A1258333,1250709,,Unknown,C,MTOWER,38.7,40.5,Springfield,VA,51059,22152
A1259709,1250772,,Unknown,C,LTOWER,30.8,32.3,Pulaski,VA,51155,24324
A1306990,1251082,,Unknown,G,LTOWER,74.9,78.3,Waverly,VA,51183,23890
A1091521,1251109,,Unknown,C,MTOWER,25.9,26.5,Millwood,VA,51043,22620
A1192623,1251143,,Unknown,C,LTOWER,54.9,56.1,Lawrenceville,VA,51025,23868
A1261817,1251196,,Unknown,C,LTOWER,80.8,82.0,Wylliesburg,VA,51037,23976
A1253161,1251226,,Unknown,C,LTOWER,76.2,76.5,Dendron,VA,51181,23839
A1080500,1251379,,Unknown,C,TOWER,122.0,123.1,Floyd,VA,51063,24091
A0724853,1251453,,Unknown,C,TOWER,59.7,60.0,Blackstone,VA,51135,23824
A1271500,1251454,,Unknown,C,LTOWER,59.4,60.7,Crewe,VA,51135,23930
A1310566,1251455,,Unknown,C,LTOWER,59.7,60.4,Crewe,VA,51135,23930
A1259605,1251468,,Unknown,C,TOWER,76.2,77.4,Covington,VA,51005,24426
A1028008,1251568,,Unknown,C,TOWER,68.5,71.0,Heathsville,VA,51133,22473
A0505687,1251584,City of Petersburg,Government,C,TOWER,106.7,114.3,Petersburg,VA,51730,23803
A0506982,1251585,City of Petersburg,Government,C,TOWER,106.7,114.3,Petersburg,VA,51730,23805
A0507193,1251637,,Unknown,A,MAST,24.3,25.3,Williamsburg,VA,51830,23185
A1080505,1251639,,Unknown,C,TOWER,79.6,81.1,"North Tazewell,",VA,51185,24630
A1348751,1251717,,Unknown,C,MTOWER,59.4,61.0,Mineral,VA,51109,23117
A0488876,1251723,"County of Arlington, VA Emergency Communications Center",Government,G,BPIPE,77.1,77.1,Arlington,VA,51013,22203
A1287337,1251760,,Unknown,C,LTOWER,87.7,89.3,"Meherrin,",VA,51147,23942
A1343142,1251859,,Unknown,C,TOWER,59.4,60.9,Mt. Jackson,VA,51171,22842
A1080509,1251919,,Unknown,C,TOWER,74.9,77.3,"Manquin,",VA,51101,23106
A1261506,1251964,,Unknown,C,LTOWER,59.4,60.7,Goochland,VA,51075,23063
A1102560,1252087,,Unknown,C,MTOWER,59.4,60.4,Union Hall,VA,51067,24176
A1331246,1252109,,Unknown,C,MTOWER,60.7,60.7,Redwood,VA,51067,24092
A0735035,1252216,,Unknown,C,TOWER,82.3,83.8,Lebanon,VA,51167,24266
A1271951,1252227,,Unknown,C,LTOWER,76.5,77.1,Lebanon,VA,51167,24266
A1314337,1252233,,Unknown,C,MTOWER,45.7,46.9,Lexington,VA,51163,24450
A1264526,1252319,,Unknown,C,LTOWER,91.4,93.0,Prospect,VA,51147,23960
A1261819,1252357,,Unknown,C,MTOWER,38.7,39.6,Richmond,VA,51760,23234
A1105783,1252360,,Unknown,C,LTOWER,100.6,102.1,South Boston,VA,51083,24592
A1251778,1252386,HENRICO COUNTY PUBLIC SCHOOLS,Other,G,MTOWER,30.2,30.2,HIGHLAND SPRINGS,VA,51087,23075
A0512841,1252512,HENRICO COUNTY PUBLIC SCHOOLS,Other,A,TOWER,100.6,106.7,RICHMOND,VA,51087,23230
A1331261,1252568,,Unknown,C,LTOWER,57.3,60.7,Goshen,VA,51163,24450
A0495220,1252577,,Unknown,G,TOWER,49.7,49.7,South Boston,VA,51083,24592
A0495298,1252607,Loudoun County Public Schools,Other,G,TOWER,15.2,20.7,Leesburg,VA,51107,20175
A1223449,1252645,,Unknown,C,MTOWER,59.4,60.7,seaford,VA,51199,23696
A1218114,1252702,,Unknown,C,MTOWER,36.6,38.7,Berryville,VA,51043,22611
A0837754,1253050,,Unknown,C,TOWER,60.7,60.7,Virginia Beach,VA,51810,23457
A1139659,1253134,"NATIONAL COMMUNICATION TOWERS, LLC",Tower Infrastructure,A,TOWER,59.4,60.7,Spotsylvania,VA,51177,22553
A1027886,1253499,,Unknown,C,TOWER,76.8,78.0,Blackstone,VA,51135,23824
A1253768,1253689,,Unknown,C,MTOWER,36.6,38.1,Virginia Beach,VA,51810,23453
A1019262,1253703,,Unknown,C,TOWER,61.0,64.6,Chatham,VA,51143,24531
A1027848,1253847,,Unknown,C,LTOWER,48.8,50.9,Emporia,VA,51175,23847
A0552820,1253884,"Virginia, Commonwealth of  Dept. of State Police",Government,C,TOWER,121.9,128.0,Franklin,VA,51175,23851
A1243874,1253886,"Virginia, Commonwealth of  Dept. of State Police",Government,G,GTOWER,121.9,128.0,Accomack,VA,51001,23301
A1243002,1253973,,Unknown,C,MTOWER,50.9,54.9,Chesapeake,VA,51550,23322
A0741415,1253995,,Unknown,C,TOWER,76.8,78.3,Orange,VA,51137,22960
A0580398,1254035,"Virginia, Commonwealth of    Dept of State Police",Government,C,TOWER,91.5,97.5,Mathews,VA,51115,23109
A0776146,1254048,,Unknown,C,TOWER,59.4,60.6,Big Stone Gap,VA,51195,24219
A1080526,1254066,,Unknown,C,MAST,76.2,80.8,Index,VA,51099,22485
A0509472,1254106,"Hampton Radio II, Inc.",Broadcasting/Media,A,TOWER,128.6,129.5,Hampton,VA,51650,23669
A1343165,1254135,,Unknown,C,TOWER,45.7,46.9,Narrows,VA,51071,24124
A0718852,1254136,,Unknown,C,TOWER,57.9,59.1,Keysville,VA,51147,23947
A1272641,1254138,,Unknown,C,LTOWER,46.0,46.9,Narrows,VA,51071,24124
A1080531,1254441,,Unknown,C,TOWER,82.3,84.1,Cedar Bluff,VA,51185,24637
A0580399,1254482,"Virginia, Commonwealth of  Dept. of State Police",Government,C,TOWER,60.6,60.6,Chase City,VA,51117,23924
A1283070,1254483,"Virginia, Commonwealth of  Dept. of State Police",Government,C,GTOWER,91.4,97.5,Eastville,VA,51131,23310
A0580401,1254488,"Virginia, Commonwealth of  Dept. of State Police",Government,C,TOWER,76.2,82.3,Suffolk,VA,51800,23434
A0580402,1254489,Department of State Police,Government,C,TOWER,54.2,60.3,Rustburg,VA,51031,24588
A0556843,1254490,"Virginia, Commonwealth of  Dept. of State Police",Government,C,TOWER,91.4,97.5,Halifax,VA,51083,24558
A1027806,1254519,,Unknown,C,TOWER,30.8,32.6,Chesapeake,VA,51550,23323
A1264728,1254556,,Unknown,C,LTOWER,79.8,82.9,Champlain,VA,51057,22438
A0547390,1254661,"Virginia, Commonwealth of   Dept. of State Police",Government,A,TOWER,42.6,48.7,Harrisonburg,VA,51660,22801
A0547389,1254662,"Virginia, Commonwealth of   Dept. of State Police",Government,A,TOWER,60.3,60.3,Winchester,VA,51069,22602
A0547388,1254663,"Virginia, Commonwealth of   Dept. of State Police",Government,A,TOWER,30.5,36.5,Newton,VA,51139,22849
A1027787,1254875,,Unknown,C,MTOWER,42.7,44.8,BLACKSTONE,VA,51135,23824
A1264000,1254930,,Unknown,C,MTOWER,57.3,58.5,Farmville,VA,51147,23901
A1279237,1254943,,Unknown,C,MTOWER,45.4,46.0,Ripplemead,VA,51071,24134
A1348742,1255015,,Unknown,C,MTOWER,57.9,59.1,Hardy,VA,51067,24101
A1300846,1255020,,Unknown,C,LTOWER,106.7,109.1,Caret,VA,51057,22436
A1027773,1255109,,Unknown,C,MTOWER,41.5,42.0,Ashland,VA,51085,23116
A0517371,1255162,Hoffman Communications,Other,A,TOWER,151.5,152.4,Sandy Hook,VA,51075,23065
A1248704,1255180,"MAGA RADIO NETWORK, LLC",Broadcasting/Media,C,TOWER,151.5,152.4,Sandy Hook,VA,51075,23065
A1257718,1255263,,Unknown,C,MTOWER,38.7,41.8,Yorktown,VA,51199,23962
A0919386,1255265,,Unknown,G,TOWER,192.0,192.0,Bensley Village,VA,51041,23234
A0519455,1255284,WESTMORELAND COUNTY,Other,C,TOWER,59.4,59.4,MONTROSS,VA,51193,22520
A1027760,1255318,,Unknown,C,TOWER,76.4,78.1,Kenbridge,VA,51111,23944
A1305575,1255750,,Unknown,C,MTOWER,45.7,48.2,Hampton,VA,51650,23666
A1309564,1255763,,Unknown,C,MTOWER,33.8,35.1,Suffolk,VA,51800,23434
A1058373,1255792,,Unknown,C,TOWER,76.2,79.3,Petersburg,VA,51053,23803
A1092920,1255817,,Unknown,C,MAST,52.4,52.4,Williamsburg,VA,51199,23185
A1023623,1256046,,Unknown,C,GTOWER,40.5,40.5,Suffolk,VA,51800,23435
A0596141,1256068,,Unknown,C,TOWER,24.4,26.8,Bedford,VA,51019,24121
A1264641,1256069,,Unknown,C,MTOWER,37.2,38.4,Bedford,VA,51019,24523
A1272598,1256070,,Unknown,C,MTOWER,27.4,29.6,Moneta,VA,51019,24121
A1319361,1256100,,Unknown,C,MTOWER,59.7,61.0,Richmond,VA,51036,23231
A1296542,1256220,,Unknown,C,MTOWER,59.1,60.7,Petersburg,VA,51730,23805
A1197467,1256299,,Unknown,C,TOWER,57.9,60.7,Glen Allen,VA,51085,23059
A1261812,1256300,,Unknown,C,MTOWER,59.4,60.7,Goochland,VA,51075,23063
A0631105,1256394,"Virginia, Commonwealth of  Dept of State Police",Government,C,TOWER,36.5,42.6,Monterey,VA,51091,24465
A0591123,1256395,"Virginia, Commonwealth of  Dept of State Police",Government,C,TOWER,51.8,57.9,Harrisonburg,VA,51660,22801
A0631106,1256396,"Virginia, Commonwealth of  Dept of State Police",Government,C,TOWER,45.7,51.8,Newton,VA,51139,22849
A1260242,1256578,,Unknown,C,MTOWER,38.1,39.6,Troy,VA,51065,22963
A1162622,1256713,,Unknown,C,MTOWER,60.0,60.0,Sandston,VA,51087,23150
A1133414,1256781,,Unknown,C,MTOWER,59.7,61.0,Suffolk,VA,51800,23438
A0536060,1256901,,Unknown,G,TOWER,98.0,98.0,Painter,VA,51001,23420
A1270793,1256904,,Unknown,C,LTOWER,60.4,60.7,Big Stone Gap,VA,51195,24219
A1049917,1256905,,Unknown,C,TOWER,100.6,106.7,Haysi,VA,51051,24256
A1080576,1256975,,Unknown,C,TOWER,9.1,9.1,Roanoke,VA,51161,24019
A1259086,1257017,,Unknown,C,,106.6,106.7,Kilmarnock,VA,51103,22482
A1049918,1257041,,Unknown,C,TOWER,100.6,105.2,Keen Mountain,VA,51027,24631
A1302151,1257092,,Unknown,C,MTOWER,59.4,60.7,Doswell,VA,51033,23047
A1238140,1257132,,Unknown,C,LTOWER,59.4,61.0,Goochland,VA,51075,23063
A1264018,1257133,,Unknown,C,MTOWER,59.4,60.7,Spotsylvania,VA,51177,22553
A0586841,1257143,Commonwealth of Virginia Dept. of Aviation,Government,C,TOWER,12.2,12.2,Midland,VA,51061,22728
A0975075,1257179,SPOTSYLVANIA COUNTY,Other,A,,91.4,93.9,FREDERICKSBURG,VA,51177,22553
A1277187,1257181,,Unknown,C,POLE,51.5,51.8,Tabb,VA,51199,23693
A1262755,1257209,,Unknown,C,MTOWER,57.9,59.4,Chester,VA,51041,23831
A0542013,1257265,Dickenson County Wireless Integrated Network Authority,Other,G,TOWER,42.6,42.6,24256,VA,51051,24256
A0639771,1257337,"Virginia, Commonwealth of  Dept. of State Police",Government,A,TOWER,67.0,73.1,Clifton Forge,VA,51163,24450
A0591122,1257338,"Virginia, Commonwealth of  Department of State Police",Government,C,TOWER,54.2,60.3,Winchester,VA,51069,22602
A0591133,1257341,"Virginia, Commonwealth of  Department of State Police",Government,A,TOWER,121.9,128.0,Appomattox,VA,51011,24522
A1080584,1257374,,Unknown,C,TOWER,91.4,92.7,Cartersville,VA,51049,23027
A0591128,1257388,"Virginia, Commonwealth of  Department of State Police",Government,C,TOWER,100.5,100.5,Culpeper,VA,51047,22701
A0543154,1257427,"Danville, City of",Government,G,TOWER,55.0,55.0,Danville,VA,51143,24541
A0972692,1257447,,Unknown,C,LTOWER,82.6,86.6,Cedar Bluff,VA,51167,24609
A0588779,1257451,Mecklenburg Electric Cooperative,Utility Infrastructure,C,TOWER,86.9,86.9,Lacrosse,VA,51117,23919
A0588781,1257452,Mecklenburg Electric Cooperative,Utility Infrastructure,C,TOWER,86.9,86.9,Gasburg,VA,51025,23893
A0588785,1257454,Mecklenburg Electric Cooperative,Utility Infrastructure,C,TOWER,86.9,86.9,South Boston,VA,51083,24589
A0588787,1257455,Mecklenburg Electric Cooperative,Utility Infrastructure,C,TOWER,86.9,86.9,Gretna,VA,51143,24557
A1240597,1257464,"NATIONAL COMMUNICATION TOWERS, LLC",Tower Infrastructure,A,,59.4,60.7,Warsaw,VA,51159,22572
A1331570,1257523,,Unknown,C,POLE,57.9,60.7,Appomattox,VA,51011,24522
A0543974,1257556,Kaballero.com L.L.C.,Other,C,TOWER,59.4,59.4,White Stone,VA,51103,22578
A1345542,1257618,,Unknown,C,TOWER,45.7,46.3,Chesterfield,VA,51041,23832
A0718853,1257811,,Unknown,C,TOWER,45.7,46.9,Lexington,VA,51163,24450
A1049919,1257913,,Unknown,C,TOWER,85.3,91.4,Claudeville,VA,51141,24076
A1260766,1257976,,Unknown,C,MTOWER,39.6,41.1,Richmond,VA,51087,23223
A0549838,1258482,VICO Construction,Other,G,TOWER,121.9,122.0,Wakefield,VA,51181,23888
A0825575,1258496,,Unknown,C,LTOWER,59.4,60.4,Sheppards,VA,51029,23901
A1101383,1258596,Virginia Electric and Power Company,Utility Infrastructure,C,,60.7,60.7,Glen Allen,VA,51085,23059
A0551559,1258721,"Mel Wheeler, Inc.",Other,G,TOWER,93.9,93.9,Salem,VA,51775,24153
A0552438,1258896,Department of the Army,Government,G,TANK,66.4,66.4,Fort Lee,VA,51149,23801
A0645273,1258958,"Sinclair Telecable, Inc. d/b/a Sinclair Communications",Other,A,TOWER,109.0,109.7,Mechanicsville,VA,51085,23111
A1271475,1259163,,Unknown,C,MTOWER,76.5,78.0,Covington,VA,51005,24426
A0616412,1259208,,Unknown,A,TOWER,91.4,91.4,Ruther Glen,VA,51033,22546
A1080621,1259366,,Unknown,C,TOWER,76.2,77.7,Brodnax,VA,51025,23920
A1274525,1259399,,Unknown,C,LTOWER,54.4,61.0,Warsaw,VA,51159,22572
A0596189,1259434,,Unknown,C,TOWER,54.9,57.0,Locust Grove,VA,51177,22508
A0936726,1259715,,Unknown,C,,48.8,48.8,Chantilly,VA,51107,20166
A0599189,1259780,Virginia Department of State Police,Government,C,POLE,59.8,61.0,Williamsburg,VA,51199,23188
A1127248,1259877,,Unknown,C,TOWER,45.7,45.7,Lynchburg,VA,51680,24502
A1080627,1259947,,Unknown,C,MAST,90.2,90.2,Floyd,VA,51063,24079
A1019269,1259970,,Unknown,C,TOWER,91.7,92.6,Covington,VA,51005,24426
A1272663,1260028,,Unknown,C,MTOWER,59.4,60.7,Eagle Rock,VA,51023,24085
A1176317,1260111,,Unknown,C,GTOWER,192.0,195.0,Bensley Village,VA,51041,23234
A1144935,1260165,,Unknown,C,TOWER,59.1,60.6,Gordonsville,VA,51137,22942
A0569297,1260202,"Community Wireless Structures II, LLC",Other,A,TOWER,36.5,38.1,Leesburg,VA,51107,20175
A0631116,1260231,"Virginia, Commonwealth of  Department of State Police",Government,C,TOWER,91.4,97.5,King George,VA,51099,22485
A1212961,1260243,,Unknown,C,MTOWER,40.2,41.5,Norfolk,VA,51710,23508
A1080636,1260316,,Unknown,C,TOWER,76.2,79.3,Chase City,VA,51117,23924
A1075425,1260386,,Unknown,C,,54.9,54.9,Suffolk,VA,51800,23434
A0569659,1260392,,Unknown,A,TOWER,41.0,41.0,Bristow,VA,51153,20136
A0569660,1260393,,Unknown,A,TOWER,41.0,41.0,Bristow,VA,51153,20136
A1080641,1260404,,Unknown,C,TOWER,40.2,41.2,Newport News,VA,51700,23608
A1127231,1260412,,Unknown,G,TOWER,31.6,32.6,Charlottesville,VA,51003,22903
A1271746,1260418,,Unknown,C,LTOWER,59.7,60.7,Low Moor,VA,51005,24426
A0591137,1260450,"Virginia, Commonwealth of  Department of State Police",Government,C,TOWER,30.5,36.5,Salem,VA,51161,24153
A0628183,1260524,,Unknown,C,TOWER,59.7,61.0,Powhatan,VA,51145,23139
A1260060,1260534,,Unknown,C,LTOWER,79.6,81.4,Lancaster,VA,51103,22503
A0936724,1260582,,Unknown,C,,24.0,24.4,CHANTILLY,VA,51059,20041
A0591135,1260597,"Virginia, Commonwealth of  Department of State Police",Government,C,TOWER,121.9,128.0,Appomattox,VA,51011,24522
A0575827,1260636,Henry County,Other,A,TOWER,76.2,76.2,Axton,VA,51089,24054
A1019270,1260653,,Unknown,C,TOWER,60.9,63.1,Covington,VA,51005,24426
A1263998,1260692,,Unknown,C,MTOWER,38.7,41.5,Troy,VA,51065,22974
A1280065,1260756,,Unknown,C,MTOWER,59.4,60.7,Harrisonburg,VA,51660,228015840
A1258270,1260821,,Unknown,C,TREE,38.1,39.9,Leesburg,VA,51107,20175
A0615703,1260822,"Community Wireless Structures, LLC",Other,A,TOWER,42.6,44.1,Ashburn,VA,51107,20147
A1127225,1260860,,Unknown,C,TOWER,59.4,60.6,Crimora,VA,51015,24431
A1127223,1260887,,Unknown,C,,15.2,16.4,Amherst,VA,51009,24521
A0596201,1260889,,Unknown,C,TOWER,59.4,60.7,Beaverdam,VA,51177,23015
A1302506,1260901,,Unknown,C,GTOWER,61.3,62.2,CULPEPER,VA,51047,22701
A1080650,1260941,,Unknown,C,LTOWER,91.4,91.4,Floyd,VA,51063,24091
A1264024,1260947,,Unknown,C,MTOWER,59.1,60.7,Crozier,VA,51075,23039
A1264579,1260954,,Unknown,C,MTOWER,60.0,61.0,Mineral,VA,51109,23117
A0615704,1261005,"Commuity Wireless Structures, LLC",Other,A,TOWER,42.6,44.1,Leesburg,VA,51107,20175
A0615705,1261006,"Community Wireless Structures, LLC",Other,A,TOWER,42.6,44.1,Ashburn,VA,51107,20147
A0615706,1261007,"Community Wireless Structures, LLC",Other,A,TOWER,42.6,44.1,Ashburn,VA,51107,20147
A1041592,1261009,"Community Wireless Structures III, LLC",Other,A,,59.1,60.6,Louisa,VA,51109,23117
A0707601,1261039,Henry County,Other,C,TOWER,78.9,85.0,Bassett,VA,51089,24055
A1060263,1261113,,Unknown,C,MAST,76.5,77.7,Glasgow,VA,51163,24555
A0597030,1261130,Henry County,Other,C,TOWER,76.2,76.2,Axton,VA,51089,24054
A0617396,1261153,"Martinsville, City of",Government,C,TANK,46.0,46.0,Martinsville,VA,51089,24148
A0617397,1261155,"Martinsville, City of",Government,C,TANK,37.0,37.0,Martinsville,VA,51690,24112
A1341390,1261233,"County of Roanoke, VA",Government,A,,30.5,30.5,Roanoke,VA,51161,24019
A1282732,1261312,,Unknown,C,MTOWER,57.9,59.7,Danville,VA,51143,24540
A1272672,1261313,,Unknown,C,LTOWER,76.8,78.0,Clifton Forge,VA,51005,244223509
A1280574,1261340,,Unknown,C,POLE,39.6,39.6,Bristow,VA,51153,20136
A1127214,1261379,,Unknown,C,MTOWER,59.0,60.7,Dillwyn,VA,51029,23936
A0597282,1261416,Henry County,Other,C,TOWER,54.9,60.7,Ridgeway,VA,51089,24148
A1049171,1261515,Hanover County,Other,C,TOWER,122.2,128.6,DOSWELL,VA,51085,23047
A1049170,1261517,Hanover County,Other,C,TOWER,122.2,128.6,ASHLAND,VA,51085,23005
A1049169,1261518,Hanover County Public Safety Communications,Other,C,TOWER,122.4,129.2,MECHANICSVILLE,VA,51085,23111
A1101598,1261530,,Unknown,C,POLE,91.4,91.4,Hague,VA,51193,22469
A0581886,1261531,Beach Taxi Inc,Other,G,TOWER,54.9,54.9,Virginia Beach,VA,51810,23452
A1101597,1261563,,Unknown,C,TOWER,91.4,91.4,Heathsville,VA,51133,22473
A0582052,1261576,"Positive Alternative Radio, Inc.",Broadcasting/Media,G,TOWER,128.0,128.9,McKenney,VA,51053,23872
A0597094,1261622,,Unknown,C,TOWER,45.7,47.9,Ashland,VA,51085,23005
A1049168,1261670,Hanover County,Other,C,TOWER,107.0,113.6,BEAVERDAM,VA,51085,23015
A1049167,1261671,Hanover County,Other,C,TOWER,97.5,97.5,ASHLAND,VA,51085,23059
A1049166,1261672,Hanover County,Other,C,TOWER,100.8,106.9,ROCKVILLE,VA,51085,23146
A0748696,1261674,,Unknown,C,TOWER,76.8,78.9,Cedar Bluff,VA,51185,24609
A0997122,1261675,,Unknown,C,LTOWER,76.2,78.0,Pounding Mill,VA,51185,24637
A1264715,1261825,,Unknown,C,MTOWER,49.1,50.9,Petersburg,VA,51053,23803
A1264105,1261836,,Unknown,C,MTOWER,52.1,53.9,Massaponax,VA,51177,22407
A0631117,1261843,"Virginia, Commonwealth of  Department of State Police",Government,C,TOWER,91.4,97.5,Fairfax,VA,51059,22032
A1101382,1261989,Virginia Electric and Power Company,Utility Infrastructure,C,,53.3,59.4,Surry,VA,51181,23883
A1075424,1262052,,Unknown,C,,46.6,48.8,Chesapeake,VA,51550,23320
A1349189,1262103,,Unknown,C,GTOWER,56.9,58.2,New Kent,VA,51127,23124
A1332294,1262105,,Unknown,C,LTOWER,76.2,76.2,Hillsville,VA,51035,24343
A1019275,1262249,,Unknown,C,POLE,30.5,32.0,Daleville,VA,51023,24175
A0936725,1262376,,Unknown,C,,48.7,48.7,CHANTILLY,VA,51059,20041
A0631806,1262438,COUNTY OF GREENSVILLE,Government,C,GTOWER,69.4,69.4,EMPORIA,VA,51081,23847
A0741769,1262570,,Unknown,A,POLE,44.2,44.2,Yorktown,VA,51199,23692
A1271784,1262753,,Unknown,C,MTOWER,59.4,61.0,CULPEPER,VA,51047,22701
A1129570,1262771,,Unknown,C,POLE,45.4,45.7,Dublin,VA,51155,24084
A1091992,1262826,US Coast Guard Navigation Center,Government,C,TOWER,91.1,91.1,Carrollton,VA,51093,23314
A1277331,1262895,,Unknown,C,MTOWER,59.4,60.7,Norfolk,VA,51710,23507
A1079049,1262913,,Unknown,A,,76.2,79.2,Montross,VA,51193,22520
A1050803,1262918,,Unknown,A,,76.2,79.2,Pocahontas,VA,51185,24605
A1127196,1262941,,Unknown,C,TOWER,27.0,28.0,Charlottesville,VA,51003,22902
A1127194,1263051,,Unknown,C,TOWER,27.0,27.0,McGaheysville,VA,51165,22827
A1080689,1263220,,Unknown,C,POLE,67.1,68.9,Buffalo Junction,VA,51117,24529
A1131074,1263243,,Unknown,C,TOWER,30.5,32.0,Port Republic,VA,51165,24471
A1270880,1263331,,Unknown,C,POLE,42.7,43.0,Sandston,VA,51087,23150
A1049165,1263392,Hanover County,Other,C,TOWER,92.0,98.3,Glen Allen,VA,51085,23059
A1019281,1263753,,Unknown,C,TOWER,46.0,46.6,Chesapeake,VA,51550,23322
A1080709,1263928,,Unknown,C,LTOWER,75.9,77.7,Red Oak,VA,51037,23964
A0597895,1264014,"Danville, City of",Government,G,TOWER,45.0,45.0,Danville,VA,51590,24540
A1259606,1264048,,Unknown,C,TOWER,106.6,108.5,Covington,VA,51005,24426
